airport code,time zone
BSW,Alaskan Standard Time
BSX,Myanmar Standard Time
BSY,E. Africa Standard Time
BTA,W. Central Africa Standard Time
BTB,W. Central Africa Standard Time
BTC,Sri Lanka Standard Time
BTD,AUS Central Standard Time
BTF,Mountain Standard Time
BTG,W. Central Africa Standard Time
BTH,SE Asia Standard Time
BTI,Alaskan Standard Time
BTJ,SE Asia Standard Time
BTK,North Asia East Standard Time
BTL,Eastern Standard Time
BTM,Mountain Standard Time
BTN,Eastern Standard Time
BTO,SA Eastern Standard Time
BTP,Eastern Standard Time
BTQ,South Africa Standard Time
BTR,Central Standard Time
BTS,Central Europe Standard Time
BTT,Alaskan Standard Time
BTU,Singapore Standard Time
BTV,Eastern Standard Time
BTW,Singapore Standard Time
BTX,E. Australia Standard Time
BTY,Pacific Standard Time
BTZ,SE Asia Standard Time
BUA,Bougainville Standard Time
BUB,Central Standard Time
BUC,E. Australia Standard Time
BUD,Central Europe Standard Time
BUF,Eastern Standard Time
BUG,W. Central Africa Standard Time
BUI,Tokyo Standard Time
BUJ,W. Central Africa Standard Time
BUK,Arab Standard Time
BUL,West Pacific Standard Time
BUM,Central Standard Time
BUN,SA Pacific Standard Time
BUO,E. Africa Standard Time
BUP,India Standard Time
BUQ,South Africa Standard Time
BUR,Pacific Standard Time
BUS,Georgian Standard Time
BUT,Bangladesh Standard Time
BUU,SE Asia Standard Time
BUV,Montevideo Standard Time
BUW,Singapore Standard Time
BUX,South Africa Standard Time
BUY,W. Australia Standard Time
BUZ,Iran Standard Time
BVA,Romance Standard Time
BVB,SA Western Standard Time
BVC,Cape Verde Standard Time
BVE,Romance Standard Time
BVG,W. Europe Standard Time
BVH,SA Western Standard Time
BVI,E. Australia Standard Time
BVJ,Ekaterinburg Standard Time
BVK,SA Western Standard Time
BVL,SA Western Standard Time
BVM,Bahia Standard Time
BVO,Central Standard Time
BVR,Cape Verde Standard Time
BVS,SA Eastern Standard Time
BVU,Alaskan Standard Time
BVV,Vladivostok Standard Time
BVW,E. Australia Standard Time
BVX,Central Standard Time
BVY,Eastern Standard Time
BVZ,W. Australia Standard Time
BWA,Nepal Standard Time
BWB,W. Australia Standard Time
BWC,Pacific Standard Time
BWD,Central Standard Time
BWE,W. Europe Standard Time
BWF,GMT Standard Time
BWG,Central Standard Time
BWH,Singapore Standard Time
BWI,Eastern Standard Time
BWJ,West Pacific Standard Time
BWK,Central European Standard Time
BWL,Central Standard Time
BWM,Mountain Standard Time
BWN,Singapore Standard Time
BWO,Saratov Standard Time
BWP,West Pacific Standard Time
BWQ,AUS Eastern Standard Time
BWT,Tasmania Standard Time
BWU,AUS Eastern Standard Time
BWW,Cuba Standard Time
BWX,SE Asia Standard Time
BXA,Central Standard Time
BXB,Tokyo Standard Time
BXD,Tokyo Standard Time
BXE,Greenwich Standard Time
BXF,W. Australia Standard Time
BXG,AUS Eastern Standard Time
BXH,Central Asia Standard Time
BXI,Greenwich Standard Time
BXJ,Central Asia Standard Time
BXK,US Mountain Standard Time
BXL,Fiji Standard Time
BXM,Tokyo Standard Time
BXN,Turkey Standard Time
BXO,W. Europe Standard Time
BXR,Iran Standard Time
BXS,Pacific Standard Time
BXT,Singapore Standard Time
BXU,Singapore Standard Time
BXV,Greenwich Standard Time
BXW,SE Asia Standard Time
BXX,E. Africa Standard Time
BXY,Qyzylorda Standard Time
BXZ,West Pacific Standard Time
BYA,Alaskan Standard Time
BYB,Arabian Standard Time
BYC,SA Western Standard Time
BYD,Arab Standard Time
BYF,Romance Standard Time
BYG,Mountain Standard Time
BYH,Central Standard Time
BYI,Mountain Standard Time
BYJ,GMT Standard Time
BYK,Greenwich Standard Time
BYL,Greenwich Standard Time
BYM,Cuba Standard Time
BYN,Ulaanbaatar Standard Time
BYO,Central Brazilian Standard Time
BYP,W. Australia Standard Time
BYQ,Singapore Standard Time
BYR,Romance Standard Time
BYS,Pacific Standard Time
BYT,GMT Standard Time
BYU,W. Europe Standard Time
BYV,Sri Lanka Standard Time
BYW,Pacific Standard Time
BYX,AUS Central Standard Time
BZA,Central America Standard Time
BZB,South Africa Standard Time
BZC,E. South America Standard Time
BZD,AUS Eastern Standard Time
BZE,Central America Standard Time
BZF,Pacific Standard Time
BZG,Central European Standard Time
BZH,South Africa Standard Time
BZI,Turkey Standard Time
BZK,Russian Standard Time
BZL,Bangladesh Standard Time
BZM,E. Africa Standard Time
BZN,Mountain Standard Time
BZO,W. Europe Standard Time
BZP,E. Australia Standard Time
BZR,Romance Standard Time
BZT,Central Standard Time
BZU,South Africa Standard Time
BZV,W. Central Africa Standard Time
BZX,China Standard Time
BZY,E. Europe Standard Time
BZZ,GMT Standard Time
CAA,Central America Standard Time
CAB,W. Central Africa Standard Time
CAC,E. South America Standard Time
CAD,Eastern Standard Time
CAE,Eastern Standard Time
CAF,SA Western Standard Time
CAG,W. Europe Standard Time
CAH,SE Asia Standard Time
CAI,Egypt Standard Time
CAJ,Venezuela Standard Time
CAK,Eastern Standard Time
CAL,GMT Standard Time
CAM,SA Western Standard Time
CAN,China Standard Time
CAO,Mountain Standard Time
CAP,Haiti Standard Time
CAQ,SA Pacific Standard Time
CAR,Eastern Standard Time
CAT,GMT Standard Time
CAU,SA Eastern Standard Time
CAV,W. Central Africa Standard Time
CAW,E. South America Standard Time
CAX,GMT Standard Time
CAY,SA Eastern Standard Time
CAZ,AUS Eastern Standard Time
CBB,SA Western Standard Time
CBC,W. Australia Standard Time
CBD,India Standard Time
CBE,Eastern Standard Time
CBF,Central Standard Time
CBG,GMT Standard Time
CBH,W. Central Africa Standard Time
CBI,Tasmania Standard Time
CBJ,SA Western Standard Time
CBK,Central Standard Time
CBL,Venezuela Standard Time
CBM,Central Standard Time
CBN,SE Asia Standard Time
CBO,Singapore Standard Time
CBQ,W. Central Africa Standard Time
CBR,AUS Eastern Standard Time
CBS,Venezuela Standard Time
CBT,W. Central Africa Standard Time
CBV,Central America Standard Time
CBW,E. South America Standard Time
CBX,AUS Eastern Standard Time
CBY,E. Australia Standard Time
CCA,SA Western Standard Time
CCB,Pacific Standard Time
CCC,Cuba Standard Time
CCD,Pacific Standard Time
CCE,Egypt Standard Time
CCF,Romance Standard Time
CCG,Central Standard Time
CCH,Pacific SA Standard Time
CCI,E. South America Standard Time
CCJ,India Standard Time
CCK,Myanmar Standard Time
CCL,E. Australia Standard Time
CCM,E. South America Standard Time
CCN,Afghanistan Standard Time
CCO,SA Pacific Standard Time
CCP,Pacific SA Standard Time
CCR,Pacific Standard Time
CCS,Venezuela Standard Time
CCU,India Standard Time
CCV,Central Pacific Standard Time
CCW,Cen. Australia Standard Time
CCX,Central Brazilian Standard Time
CCY,Central Standard Time
CCZ,Eastern Standard Time
CDA,AUS Central Standard Time
CDB,Alaskan Standard Time
CDC,Mountain Standard Time
CDD,Central America Standard Time
CDE,China Standard Time
CDG,Romance Standard Time
CDH,Central Standard Time
CDI,E. South America Standard Time
CDJ,Tocantins Standard Time
CDL,Alaskan Standard Time
CDN,Eastern Standard Time
CDO,South Africa Standard Time
CDP,India Standard Time
CDQ,E. Australia Standard Time
CDR,Mountain Standard Time
CDS,Central Standard Time
CDT,Romance Standard Time
CDU,AUS Eastern Standard Time
CDV,Alaskan Standard Time
CDW,Eastern Standard Time
CDY,Singapore Standard Time
CEA,Central Standard Time
CEB,Singapore Standard Time
CEC,Pacific Standard Time
CED,Cen. Australia Standard Time
CEE,Russian Standard Time
CEF,Eastern Standard Time
CEG,GMT Standard Time
CEH,South Africa Standard Time
CEI,SE Asia Standard Time
CEK,Ekaterinburg Standard Time
CEM,Alaskan Standard Time
CEN,US Mountain Standard Time
CEO,W. Central Africa Standard Time
CEP,SA Western Standard Time
CEQ,Romance Standard Time
CER,Romance Standard Time
CES,AUS Eastern Standard Time
CET,Romance Standard Time
CEU,Eastern Standard Time
CEV,US Eastern Standard Time
CEW,Central Standard Time
CEX,Alaskan Standard Time
CEY,Central Standard Time
CEZ,Mountain Standard Time
CFB,E. South America Standard Time
CFC,E. South America Standard Time
CFD,Central Standard Time
CFE,Romance Standard Time
CFF,W. Central Africa Standard Time
CFG,Cuba Standard Time
CFH,Cen. Australia Standard Time
CFI,AUS Central Standard Time
CFK,W. Central Africa Standard Time
CFM,Mountain Standard Time
CFN,GMT Standard Time
CFO,Central Brazilian Standard Time
CFP,E. Australia Standard Time
CFQ,US Mountain Standard Time
CFR,Romance Standard Time
CFS,AUS Eastern Standard Time
CFT,US Mountain Standard Time
CFU,GTB Standard Time
CFV,Central Standard Time
CGA,Alaskan Standard Time
CGB,Central Brazilian Standard Time
CGC,West Pacific Standard Time
CGD,China Standard Time
CGE,Eastern Standard Time
CGF,Eastern Standard Time
CGG,Singapore Standard Time
CGH,E. South America Standard Time
CGI,Central Standard Time
CGJ,South Africa Standard Time
CGK,SE Asia Standard Time
CGM,Singapore Standard Time
CGN,W. Europe Standard Time
CGO,China Standard Time
CGP,Bangladesh Standard Time
CGQ,China Standard Time
CGR,Central Brazilian Standard Time
CGS,Eastern Standard Time
CGV,Aus Central W. Standard Time
CGY,Singapore Standard Time
CGZ,US Mountain Standard Time
CHA,Eastern Standard Time
CHB,Pakistan Standard Time
CHC,New Zealand Standard Time
CHF,Korea Standard Time
CHG,China Standard Time
CHH,SA Pacific Standard Time
CHJ,South Africa Standard Time
CHK,Central Standard Time
CHL,Mountain Standard Time
CHM,SA Pacific Standard Time
CHN,Korea Standard Time
CHO,Eastern Standard Time
CHP,Alaskan Standard Time
CHQ,GTB Standard Time
CHR,Romance Standard Time
CHS,Eastern Standard Time
CHT,Chatham Islands Standard Time
CHU,Alaskan Standard Time
CHV,GMT Standard Time
CHX,SA Pacific Standard Time
CHY,Central Pacific Standard Time
CHZ,Pacific Standard Time
CIA,W. Europe Standard Time
CIC,Pacific Standard Time
CID,Central Standard Time
CIE,W. Australia Standard Time
CIF,China Standard Time
CIG,Mountain Standard Time
CIH,China Standard Time
CII,Turkey Standard Time
CIJ,SA Western Standard Time
CIK,Alaskan Standard Time
CIL,Alaskan Standard Time
CIM,SA Pacific Standard Time
CIN,Central Standard Time
CIO,Paraguay Standard Time
CIP,South Africa Standard Time
CIQ,Central America Standard Time
CIR,Central Standard Time
CIS,UTC+13
CIT,Central Asia Standard Time
CIU,Eastern Standard Time
CIV,Alaskan Standard Time
CIW,SA Western Standard Time
CIX,SA Pacific Standard Time
CIY,W. Europe Standard Time
CIZ,SA Western Standard Time
CJA,SA Pacific Standard Time
CJB,India Standard Time
CJC,Pacific SA Standard Time
CJF,W. Australia Standard Time
CJH,Pacific Standard Time
CJJ,Korea Standard Time
CJL,Pakistan Standard Time
CJM,SE Asia Standard Time
CJN,SE Asia Standard Time
CJS,Mountain Standard Time
CJT,Central Standard Time (Mexico)
CJU,Korea Standard Time
CKA,Central Standard Time
CKB,Eastern Standard Time
CKC,FLE Standard Time
CKD,Alaskan Standard Time
CKE,Pacific Standard Time
CKG,China Standard Time
CKH,Russia Time Zone 10
CKI,AUS Central Standard Time
CKK,Central Standard Time
CKL,Russian Standard Time
CKM,Central Standard Time
CKN,Central Standard Time
CKO,E. South America Standard Time
CKR,Pacific Standard Time
CKS,SA Eastern Standard Time
CKT,Iran Standard Time
CKU,Alaskan Standard Time
CKV,Central Standard Time
CKW,W. Australia Standard Time
CKX,Alaskan Standard Time
CKY,Greenwich Standard Time
CKZ,Turkey Standard Time
CLA,Bangladesh Standard Time
CLD,Pacific Standard Time
CLE,Eastern Standard Time
CLG,Pacific Standard Time
CLH,AUS Eastern Standard Time
CLI,Central Standard Time
CLJ,GTB Standard Time
CLK,Central Standard Time
CLL,Central Standard Time
CLM,Pacific Standard Time
CLN,SA Eastern Standard Time
CLO,SA Pacific Standard Time
CLP,Alaskan Standard Time
CLQ,Central Standard Time (Mexico)
CLR,Pacific Standard Time
CLS,Pacific Standard Time
CLT,Eastern Standard Time
CLU,US Eastern Standard Time
CLV,E. South America Standard Time
CLW,Eastern Standard Time
CLX,Argentina Standard Time
CLY,Romance Standard Time
CLZ,Venezuela Standard Time
CMA,E. Australia Standard Time
CMB,Sri Lanka Standard Time
CMC,SA Eastern Standard Time
CMD,AUS Eastern Standard Time
CME,Central Standard Time (Mexico)
CMF,Romance Standard Time
CMG,Central Brazilian Standard Time
CMH,Eastern Standard Time
CMI,Central Standard Time
CMJ,Taipei Standard Time
CMK,South Africa Standard Time
CML,E. Australia Standard Time
CMM,Central America Standard Time
CMN,Morocco Standard Time
CMO,E. Africa Standard Time
CMQ,E. Australia Standard Time
CMR,Romance Standard Time
CMS,E. Africa Standard Time
CMT,SA Eastern Standard Time
CMU,West Pacific Standard Time
CMV,New Zealand Standard Time
CMW,Cuba Standard Time
CMX,Eastern Standard Time
CMY,Central Standard Time
CMZ,South Africa Standard Time
CNA,US Mountain Standard Time
CNB,AUS Eastern Standard Time
CNC,E. Australia Standard Time
CND,GTB Standard Time
CNE,Mountain Standard Time
CNF,E. South America Standard Time
CNG,Romance Standard Time
CNH,Eastern Standard Time
CNI,China Standard Time
CNJ,E. Australia Standard Time
CNK,Central Standard Time
CNL,Romance Standard Time
CNM,Mountain Standard Time
CNN,India Standard Time
CNO,Pacific Standard Time
CNP,Azores Standard Time
CNQ,Argentina Standard Time
CNR,Pacific SA Standard Time
CNS,E. Australia Standard Time
CNT,Argentina Standard Time
CNU,Central Standard Time
CNV,Bahia Standard Time
CNW,Central Standard Time
CNX,SE Asia Standard Time
CNY,Mountain Standard Time
CNZ,W. Central Africa Standard Time
COA,Pacific Standard Time
COB,AUS Central Standard Time
COC,Argentina Standard Time
COD,Mountain Standard Time
COE,Pacific Standard Time
COF,Eastern Standard Time
COG,SA Pacific Standard Time
COH,India Standard Time
COI,Eastern Standard Time
COJ,AUS Eastern Standard Time
COK,India Standard Time
COL,GMT Standard Time
COM,Central Standard Time
CON,Eastern Standard Time
COO,W. Central Africa Standard Time
COP,Eastern Standard Time
COQ,Ulaanbaatar Standard Time
COR,Argentina Standard Time
COS,Mountain Standard Time
COT,Central Standard Time
COU,Central Standard Time
COW,Pacific SA Standard Time
COY,W. Australia Standard Time
COZ,SA Western Standard Time
CPA,Greenwich Standard Time
CPB,SA Pacific Standard Time
CPC,Argentina Standard Time
CPD,Cen. Australia Standard Time
CPE,Central Standard Time (Mexico)
CPF,Eastern Standard Time
CPG,Argentina Standard Time
CPH,Romance Standard Time
CPI,West Pacific Standard Time
CPL,SA Pacific Standard Time
CPM,Pacific Standard Time
CPN,West Pacific Standard Time
CPO,Pacific SA Standard Time
CPP,Pacific SA Standard Time
CPR,Mountain Standard Time
CPS,Central Standard Time
CPT,South Africa Standard Time
CPU,SA Eastern Standard Time
CPV,SA Eastern Standard Time
CPX,SA Western Standard Time
CQA,Central Brazilian Standard Time
CQD,Iran Standard Time
CQF,Romance Standard Time
CQM,Romance Standard Time
CQP,E. Australia Standard Time
CQS,SA Western Standard Time
CQT,SA Pacific Standard Time
CQW,China Standard Time
CRA,GTB Standard Time
CRB,AUS Eastern Standard Time
CRC,SA Pacific Standard Time
CRD,Argentina Standard Time
CRE,Eastern Standard Time
CRF,W. Central Africa Standard Time
CRG,Eastern Standard Time
CRH,E. Australia Standard Time
CRI,Eastern Standard Time
CRJ,Cen. Australia Standard Time
CRK,Singapore Standard Time
CRL,Romance Standard Time
CRM,Singapore Standard Time
CRO,Pacific Standard Time
CRP,Central Standard Time
CRQ,Bahia Standard Time
CRR,Argentina Standard Time
CRS,Central Standard Time
CRT,Central Standard Time
CRU,SA Western Standard Time
CRV,W. Europe Standard Time
CRW,Eastern Standard Time
CRX,Central Standard Time
CRY,W. Australia Standard Time
CRZ,West Asia Standard Time
CSA,GMT Standard Time
CSB,GTB Standard Time
CSC,Central America Standard Time
CSD,AUS Central Standard Time
CSE,Mountain Standard Time
CSF,Romance Standard Time
CSG,Eastern Standard Time
CSH,Russian Standard Time
CSI,AUS Eastern Standard Time
CSK,Greenwich Standard Time
CSM,Central Standard Time
CSN,Pacific Standard Time
CSO,W. Europe Standard Time
CSQ,Central Standard Time
CSR,SA Pacific Standard Time
CSS,Central Brazilian Standard Time
CST,Fiji Standard Time
CSU,E. South America Standard Time
CSV,Central Standard Time
CSX,China Standard Time
CSY,Russian Standard Time
CSZ,Argentina Standard Time
CTA,W. Europe Standard Time
CTB,Mountain Standard Time
CTC,Argentina Standard Time
CTD,SA Pacific Standard Time
CTE,SA Pacific Standard Time
CTF,Central America Standard Time
CTG,SA Pacific Standard Time
CTH,Eastern Standard Time
CTI,W. Central Africa Standard Time
CTK,Central Standard Time
CTL,E. Australia Standard Time
CTM,Eastern Standard Time (Mexico)
CTN,E. Australia Standard Time
CTO,Eastern Standard Time
CTP,SA Eastern Standard Time
CTQ,E. South America Standard Time
CTR,AUS Central Standard Time
CTS,Tokyo Standard Time
CTT,Romance Standard Time
CTU,China Standard Time
CTV,W. Central Africa Standard Time
CTX,Eastern Standard Time
CTY,Eastern Standard Time
CTZ,Eastern Standard Time
CUA,Mountain Standard Time (Mexico)
CUB,Eastern Standard Time
CUC,SA Pacific Standard Time
CUD,E. Australia Standard Time
CUE,SA Pacific Standard Time
